936,2 MANZANA L
937,2 MANZANA M
938,2 MANZANA N
939,2 MANZANA O
940,2 MARGARITAS
941,2 MARIA DEL MAR
942,2 MARIANO ABASOLO
943,2 MIGUEL RIOS
944,2 MOCUZARI
945,2 MODESTO LECHUGA
946,2 NAGOYA
947,2 NARCISO VALDEZ
948,2 NIGROMANTE
949,2 NOGAL
950,2 NORTE
951,2 NORTE (CANAL DEL NORTE)
952,2 NORTE (EULALIA GUZMAN)
953,2 NORTE (MANUEL GONZALEZ)
954,2 NORTE (TRANSVAL)
955,2 NORTE A
956,2 NORTE B
957,2 ORIENTE
958,2 ORIENTE (AVENIDA CANAL DE MIRAMONTES)
959,2 ORIENTE (CALZADA DE LA VIGA)
960,2 ORIENTE (CONGRESO DE LA UNION)
961,2 ORIENTE (HEROICA ESCUELA NAVAL MILITAR)
962,2 ORIENTE (HONORABLE CONGRESO DE LA UNION)
963,2 P. PALMEADA
